Term,LoanStatus,EstimatedEffectiveYield,EstimatedReturn,ProsperRatingAlpha,ProsperScore,BorrowerState,Occupation,EmploymentStatus,FirstRecordedCreditLine,CurrentCreditLines,TotalCreditLinespast7years,CurrentDelinquencies,DelinquenciesLast7Years,IncomeRange,LoanOriginationQuarter,DebtToIncomeRatio,LoanOriginalAmount,semester,year
36,Completed,0.1026,0.0766,A,8,IL,Tradesman - Electrician,Employed,2005-12-10,7.0,12.0,0.0,0.0,"$50,000-74,999",Q4 2011,0.19,9000,Q4,2011
12,Completed,0.234,0.122,D,6,IL,Professional,Employed,1986-06-01,7.0,34.0,6.0,28.0,"$100,000+",Q3 2011,0.05,2650,Q3,2011
36,Completed,0.0284,0.0284,HR,3,CO,Clerical,Full-time,1993-12-29,12.0,26.0,1.0,0.0,"$1-24,999",Q4 2010,0.61,1500,Q4,2010
36,Completed,0.0699,0.0599,AA,9,OR,Other,Employed,1982-10-01,11.0,27.0,0.0,0.0,"$25,000-49,999",Q2 2011,0.16,2000,Q2,2011
12,Completed,0.234,0.122,D,6,NY,Professional,Employed,1996-11-01,2.0,31.0,0.0,29.0,"$100,000+",Q3 2011,0.03,3500,Q3,2011
36,Completed,0.2957,0.1487,E,4,AR,Military Enlisted,Employed,2005-08-22,8.0,18.0,0.0,0.0,"$25,000-49,999",Q2 2011,0.33,5000,Q2,2011
36,Completed,0.2165,0.099,D,6,CA,Retail Management,Employed,1998-05-21,8.0,34.0,0.0,2.0,"$50,000-74,999",Q4 2013,0.15,7000,Q4,2013
60,Past Due (1-15 days),0.2274,0.1199,D,4,MD,Social Worker,Employed,2002-07-09,6.0,11.0,1.0,0.0,"$75,000-99,999",Q1 2013,0.14,5000,Q1,2013
36,Past Due (16-30 days),0.13144,0.08154,B,4,NY,Other,Employed,1997-03-27,12.0,24.0,0.0,0.0,"$100,000+",Q4 2013,0.23,2000,Q4,2013
36,Past Due (31-60 days),0.1487,0.0888,B,4,NE,Other,Employed,1998-01-11,13.0,25.0,0.0,0.0,"$50,000-74,999",Q3 2013,0.17,13000,Q3,2013
36,Chargedoff,0.2799,0.1174,HR,3,TN,Clerical,Full-time,1991-11-20,14.0,33.0,0.0,0.0,"$50,000-74,999",Q4 2012,0.51,4000,Q4,2012
36,Completed,0.2437,0.1317,D,5,CT,Analyst,Employed,2002-11-12,8.0,13.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.46,10000,Q4,2011
36,Defaulted,0.1258,0.1258,D,8,UT,Car Dealer,Full-time,1991-06-27,14.0,30.0,0.0,0.0,"$100,000+",Q3 2009,0.29,6300,Q3,2009
12,Completed,0.1443,0.0563,C,7,CA,Engineer - Mechanical,Employed,2007-12-14,3.0,6.0,0.0,2.0,"$75,000-99,999",Q2 2012,0.08,5000,Q2,2012
36,Defaulted,0.1761,0.1761,E,6,TN,Laborer,Full-time,1998-06-08,12.0,32.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.33,2985,Q3,2010
60,Chargedoff,0.2332,0.1442,C,7,WA,Construction,Employed,2004-10-29,6.0,8.0,0.0,25.0,"$25,000-49,999",Q2 2012,0.07,6000,Q2,2012
60,Chargedoff,0.2015,0.142,B,8,AR,Teacher,Employed,1989-08-01,7.0,22.0,1.0,0.0,"$25,000-49,999",Q4 2011,0.3,15000,Q4,2011
36,Completed,0.292,0.143,E,1,NC,Professional,Employed,1994-04-29,14.0,51.0,1.0,17.0,"$75,000-99,999",Q4 2011,0.29,7500,Q4,2011
60,Completed,0.24998,0.10748,E,4,CA,Food Service Management,Employed,1997-08-24,6.0,15.0,0.0,0.0,"$50,000-74,999",Q4 2013,0.12,8000,Q4,2013
36,Completed,0.1284,0.1284,A,9,NJ,Other,Full-time,1990-07-01,5.0,8.0,0.0,0.0,"$25,000-49,999",Q4 2009,0.08,2500,Q4,2009
36,Completed,0.10446,0.06706,A,6,NY,Executive,Employed,1994-04-15,11.0,34.0,0.0,0.0,"$100,000+",Q1 2014,0.21,20000,Q1,2014
36,Chargedoff,0.2377,0.1327,D,4,CA,Other,Full-time,1997-02-15,14.0,23.0,0.0,1.0,"$50,000-74,999",Q4 2011,0.26,10000,Q4,2011
36,Chargedoff,0.1628,0.1628,D,5,AL,Sales - Commission,Employed,1984-06-01,3.0,36.0,5.0,32.0,"$100,000+",Q4 2010,0.09,7500,Q4,2010
36,Completed,0.0608,0.0608,A,9,CA,Other,Full-time,1996-06-01,4.0,10.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.14,2200,Q3,2010
36,Completed,0.15,0.0935,B,9,PA,Doctor,Employed,1992-06-01,15.0,42.0,0.0,0.0,"$100,000+",Q3 2012,0.17,15000,Q3,2012
60,Completed,0.131,0.0861,B,6,MA,Construction,Employed,1983-06-01,8.0,19.0,0.0,0.0,"$50,000-74,999",Q3 2013,0.25,13000,Q3,2013
36,Completed,0.2957,0.1487,E,5,DC,Other,Employed,2004-09-14,6.0,26.0,0.0,1.0,"$25,000-49,999",Q3 2011,0.21,7500,Q3,2011
60,Completed,0.2312,0.1422,C,7,TX,Flight Attendant,Employed,2000-01-27,6.0,15.0,0.0,0.0,"$75,000-99,999",Q1 2012,0.21,6500,Q1,2012
36,Completed,0.2861,0.1561,E,4,CA,Professional,Full-time,1990-12-01,7.0,30.0,0.0,0.0,"$100,000+",Q3 2011,0.18,2000,Q3,2011
36,Completed,0.1504,0.1504,D,8,AL,Sales - Retail,Employed,1999-09-02,7.0,13.0,1.0,3.0,"$25,000-49,999",Q4 2010,0.22,4500,Q4,2010
60,Completed,0.2263,0.1288,D,6,MI,Other,Employed,1987-05-29,3.0,36.0,12.0,0.0,"$25,000-49,999",Q4 2012,0.23,4000,Q4,2012
12,Completed,0.1127,0.0553,B,8,DE,Other,Employed,2003-06-16,3.0,12.0,0.0,3.0,"$25,000-49,999",Q3 2012,0.2,3300,Q3,2012
60,Completed,0.0984,0.0884,AA,10,GA,Accountant/CPA,Employed,1996-03-01,16.0,41.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.18,23500,Q2,2012
12,Completed,0.0716,0.0386,A,8,CO,Engineer - Chemical,Employed,2001-07-30,8.0,20.0,0.0,0.0,"$100,000+",Q3 2012,0.03,4000,Q3,2012
36,Chargedoff,0.2917,0.0887,HR,1,CA,Professional,Employed,1996-01-17,7.0,33.0,0.0,13.0,"$50,000-74,999",Q2 2011,0.22,2826,Q2,2011
36,Chargedoff,0.2822,0.1352,E,5,CA,Food Service,Employed,1995-02-24,11.0,27.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.46,7500,Q4,2011
36,Completed,0.2822,0.1352,E,5,PA,Professional,Employed,1999-11-11,3.0,17.0,3.0,3.0,"$25,000-49,999",Q4 2011,0.14,4000,Q4,2011
36,Completed,0.2896,0.1246,HR,3,MO,Construction,Employed,1997-09-01,8.0,16.0,1.0,0.0,"$50,000-74,999",Q2 2012,0.45,4000,Q2,2012
36,Chargedoff,0.0816,0.0816,C,9,IL,Police Officer/Correction Officer,Full-time,1992-08-26,11.0,37.0,0.0,0.0,"$75,000-99,999",Q4 2009,0.09,3500,Q4,2009
36,Chargedoff,0.2957,0.1487,E,7,AZ,Other,Employed,2000-10-17,6.0,17.0,2.0,0.0,"$25,000-49,999",Q2 2011,0.18,5500,Q2,2011
36,Completed,0.0608,0.0608,A,8,MI,Administrative Assistant,Full-time,1998-03-24,9.0,22.0,0.0,0.0,"$25,000-49,999",Q1 2010,0.24,4400,Q1,2010
36,Chargedoff,0.2896,0.1246,HR,2,FL,Truck Driver,Employed,2002-11-12,3.0,6.0,0.0,2.0,"$1-24,999",Q1 2012,0.37,3360,Q1,2012
36,Completed,0.1771,0.1771,C,9,FL,Accountant/CPA,Full-time,2000-06-30,10.0,25.0,2.0,8.0,"$25,000-49,999",Q4 2009,0.22,1200,Q4,2009
36,Past Due (16-30 days),0.26366,0.11116,HR,3,TX,Other,Employed,1995-09-08,11.0,31.0,2.0,4.0,"$50,000-74,999",Q3 2013,0.25,4000,Q3,2013
36,Completed,0.1196,0.1196,C,9,AL,Administrative Assistant,Full-time,1997-06-10,4.0,41.0,0.0,23.0,"$25,000-49,999",Q2 2010,0.13,2000,Q2,2010
36,Completed,0.0827,0.0827,A,8,DC,Civil Service,Full-time,1998-04-22,7.0,18.0,0.0,0.0,"$75,000-99,999",Q4 2009,0.22,14000,Q4,2009
36,Completed,0.1749,0.0975,C,5,WI,Truck Driver,Employed,2001-08-11,8.0,29.0,0.0,0.0,"$50,000-74,999",Q1 2013,0.36,10000,Q1,2013
60,Completed,0.1619,0.102,B,4,MA,Retail Management,Employed,1993-10-13,7.0,37.0,0.0,24.0,"$75,000-99,999",Q1 2013,0.14,13000,Q1,2013
36,Completed,0.1762,0.1762,E,6,MI,Professional,Full-time,1988-02-08,3.0,39.0,1.0,11.0,"$50,000-74,999",Q2 2010,0.07,4650,Q2,2010
36,Completed,0.0952,0.0952,D,6,OK,Other,Full-time,1998-06-01,10.0,23.0,0.0,0.0,"$50,000-74,999",Q2 2010,0.44,4500,Q2,2010
36,Past Due (91-120 days),0.2392,0.1202,D,6,MO,Nurse (RN),Employed,1988-08-26,19.0,60.0,0.0,0.0,"$100,000+",Q1 2012,0.52,4000,Q1,2012
36,Past Due (1-15 days),0.2727,0.1257,E,6,NY,Other,Employed,1993-10-26,26.0,47.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.29,4000,Q2,2012
36,Completed,0.0956,0.0657,A,8,CA,Other,Employed,1992-11-10,7.0,33.0,0.0,27.0,"$50,000-74,999",Q4 2012,0.23,14000,Q4,2012
36,Completed,0.234,0.115,D,6,TN,Sales - Commission,Employed,2003-09-05,11.0,26.0,1.0,3.0,"$25,000-49,999",Q2 2012,0.2,3500,Q2,2012
60,Defaulted,0.2448,0.1458,D,6,NC,Other,Employed,1986-09-26,6.0,23.0,0.0,11.0,"$25,000-49,999",Q2 2012,0.23,3000,Q2,2012
36,Past Due (16-30 days),0.05,0.037,AA,10,VA,Executive,Employed,1994-07-07,13.0,25.0,0.0,0.0,"$100,000+",Q1 2011,0.19,10500,Q1,2011
60,Past Due (61-90 days),0.213,0.1281,C,7,NC,Retail Management,Employed,2008-02-19,5.0,19.0,0.0,0.0,"$25,000-49,999",Q4 2012,0.18,4500,Q4,2012
36,Completed,0.1952,0.1062,C,7,GA,Other,Employed,2007-01-14,2.0,3.0,1.0,0.0,"$25,000-49,999",Q3 2012,0.07,2000,Q3,2012
12,Completed,0.1375,0.078,B,8,CA,Analyst,Employed,2002-05-30,9.0,29.0,1.0,0.0,"$75,000-99,999",Q3 2011,0.13,5000,Q3,2011
60,Defaulted,0.2701,0.1511,D,5,NJ,Clerical,Employed,1998-12-17,7.0,34.0,0.0,0.0,"$25,000-49,999",Q1 2012,0.51,15000,Q1,2012
36,Past Due (16-30 days),0.0684,0.051,AA,9,GA,Professional,Employed,1986-04-19,16.0,32.0,0.0,0.0,"$100,000+",Q1 2013,0.22,10400,Q1,2013
36,Chargedoff,0.1311,0.1311,C,9,MA,Professional,Full-time,1991-09-01,4.0,25.0,4.0,39.0,"$100,000+",Q4 2009,0.03,1150,Q4,2009
36,Completed,0.0555,0.0555,AA,10,IN,Professor,Employed,1981-06-01,13.0,26.0,0.0,0.0,"$75,000-99,999",Q3 2010,0.13,9000,Q3,2010
36,Completed,0.1504,0.1504,D,7,NY,Professional,Employed,1992-11-01,9.0,29.0,0.0,1.0,"$100,000+",Q4 2010,0.06,3000,Q4,2010
60,Chargedoff,0.2341,0.1492,C,7,GA,Executive,Employed,1993-06-01,18.0,37.0,0.0,0.0,"$100,000+",Q3 2012,0.16,20000,Q3,2012
36,Completed,0.1185,0.1185,A,9,CA,Professional,Full-time,1969-10-01,18.0,61.0,0.0,0.0,"$100,000+",Q2 2010,0.26,5000,Q2,2010
36,Completed,0.24,0.128,D,7,KY,Food Service Management,Employed,2002-05-29,9.0,21.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.32,4000,Q4,2011
36,Completed,0.2318,0.1093,E,2,NY,Professional,Employed,1981-01-25,12.0,25.0,0.0,0.0,"$50,000-74,999",Q2 2013,0.21,4000,Q2,2013
36,Past Due (16-30 days),0.2671,0.1371,E,1,CA,Sales - Commission,Full-time,2000-09-01,19.0,53.0,0.0,4.0,"$100,000+",Q2 2011,0.23,7500,Q2,2011
36,Completed,0.2447,0.1122,E,3,NY,Analyst,Full-time,2002-07-04,13.0,32.0,0.0,0.0,"$25,000-49,999",Q1 2013,0.43,4000,Q1,2013
60,Completed,0.1715,0.115,B,8,TN,Professional,Employed,1994-07-01,12.0,48.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.34,5000,Q2,2012
36,Completed,0.0862,0.0862,B,8,IN,Professional,Full-time,1994-09-22,14.0,27.0,0.0,0.0,"$50,000-74,999",Q1 2010,0.29,8000,Q1,2010
36,Past Due (31-60 days),0.1452,0.0878,B,6,MA,Sales - Retail,Employed,2005-10-18,7.0,8.0,0.0,0.0,"$50,000-74,999",Q2 2013,0.22,10000,Q2,2013
36,Past Due (1-15 days),0.14661,0.08421,C,5,CA,Professional,Employed,1995-01-30,7.0,35.0,0.0,9.0,"$50,000-74,999",Q4 2013,0.14,6500,Q4,2013
36,Completed,0.2534,0.1414,D,6,WA,Administrative Assistant,Employed,1973-01-05,18.0,42.0,0.0,0.0,"$50,000-74,999",Q2 2011,0.25,5000,Q2,2011
36,Completed,-0.0108,-0.0108,E,8,AZ,Accountant/CPA,Part-time,1993-05-06,11.0,22.0,0.0,0.0,"$1-24,999",Q3 2009,1.2,1650,Q3,2009
36,Completed,0.2534,0.1414,D,7,VA,Clerical,Employed,1997-09-11,11.0,21.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.28,3500,Q3,2011
60,Chargedoff,0.2448,0.1458,D,4,CA,Skilled Labor,Employed,2004-05-12,11.0,17.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.34,10000,Q2,2012
36,Completed,0.1698,0.1698,D,6,UT,Accountant/CPA,Full-time,1999-10-15,3.0,12.0,1.0,10.0,"$25,000-49,999",Q4 2010,0.09,2600,Q4,2010
12,Completed,0.1503,0.0578,D,5,TX,Engineer - Electrical,Employed,1991-07-11,9.0,24.0,1.0,16.0,"$50,000-74,999",Q4 2012,0.15,3000,Q4,2012
36,Completed,0.1903,0.1004,C,4,NC,Professional,Employed,1995-09-21,13.0,49.0,0.0,13.0,"$100,000+",Q3 2013,0.14,7500,Q3,2013
36,Completed,0.2917,0.1267,HR,3,WA,Analyst,Employed,1993-09-15,8.0,29.0,0.0,0.0,"$50,000-74,999",Q4 2011,0.46,4000,Q4,2011
36,Chargedoff,0.2799,0.1174,HR,3,TX,Other,Employed,2000-01-13,14.0,55.0,0.0,0.0,"$50,000-74,999",Q4 2012,0.52,4000,Q4,2012
36,Chargedoff,0.2437,0.1357,D,5,FL,Medical Technician,Employed,1965-04-01,9.0,15.0,3.0,0.0,"$25,000-49,999",Q1 2011,0.32,5000,Q1,2011
60,Chargedoff,0.1988,0.1389,B,8,IL,Police Officer/Correction Officer,Employed,2001-10-16,10.0,24.0,0.0,0.0,"$25,000-49,999",Q3 2012,0.2,4000,Q3,2012
36,Completed,0.2352,0.1232,D,7,CA,Nurse (RN),Employed,1999-05-20,19.0,40.0,2.0,22.0,"$100,000+",Q1 2012,0.23,5000,Q1,2012
12,Completed,0.0716,0.0386,A,8,AZ,Other,Employed,1999-09-14,8.0,18.0,0.0,0.0,"$25,000-49,999",Q2 2012,0.73,15000,Q2,2012
60,Chargedoff,0.2824,0.1634,D,6,AL,Other,Employed,2005-08-31,4.0,15.0,6.0,0.0,"$1-24,999",Q1 2012,0.2,4500,Q1,2012
36,Chargedoff,0.2861,0.1561,E,1,OH,Professional,Employed,2002-11-03,3.0,29.0,5.0,27.0,"$25,000-49,999",Q2 2011,0.25,3000,Q2,2011
36,Completed,0.0524,0.0524,A,9,FL,Clerical,Full-time,1999-04-16,12.0,17.0,0.0,0.0,"$25,000-49,999",Q1 2010,0.3,4000,Q1,2010
36,Completed,0.059,0.0466,AA,10,NY,Accountant/CPA,Employed,2003-09-24,9.0,18.0,0.0,0.0,"$75,000-99,999",Q3 2013,0.12,4000,Q3,2013
36,Chargedoff,0.2909,0.1439,E,4,MS,Sales - Commission,Employed,1996-04-01,9.0,22.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.45,7500,Q4,2011
60,Completed,0.09989,0.06499,A,10,FL,Executive,Employed,1983-03-01,11.0,43.0,0.0,0.0,"$100,000+",Q4 2013,0.2,10000,Q4,2013
36,Past Due (91-120 days),0.2727,0.1257,E,6,KS,Teacher,Employed,1986-11-01,5.0,30.0,1.0,25.0,"$50,000-74,999",Q3 2012,0.15,3000,Q3,2012
36,Chargedoff,0.1346,0.0926,B,6,IN,Food Service,Full-time,2000-05-23,8.0,66.0,0.0,13.0,"$1-24,999",Q2 2012,0.42,2500,Q2,2012
60,Past Due (31-60 days),0.11932,0.07192,B,7,NC,Other,Employed,1989-05-04,11.0,29.0,0.0,0.0,"$75,000-99,999",Q4 2013,0.32,25000,Q4,2013
36,Completed,0.0983,0.0488,B,8,CA,Nurse (RN),Full-time,1995-03-01,11.0,43.0,0.0,14.0,"$100,000+",Q1 2011,0.12,5000,Q1,2011
12,Completed,0.1443,0.0563,C,7,TX,Executive,Employed,1992-03-11,27.0,48.0,0.0,0.0,"$100,000+",Q2 2012,0.15,12000,Q2,2012
60,Completed,0.1571,0.0976,B,8,NV,Military Enlisted,Employed,2005-08-19,9.0,15.0,0.0,1.0,"$25,000-49,999",Q1 2011,0.19,8000,Q1,2011
36,Completed,0.1285,0.0905,A,9,CA,Computer Programmer,Employed,1996-12-10,2.0,41.0,0.0,5.0,"$50,000-74,999",Q4 2011,0.12,6000,Q4,2011
36,Completed,0.2861,0.1561,E,5,FL,Administrative Assistant,Employed,2006-03-04,9.0,15.0,0.0,0.0,"$25,000-49,999",Q3 2011,0.2,7500,Q3,2011
36,Chargedoff,0.0699,0.0699,HR,3,CA,Analyst,Full-time,1995-10-25,1.0,65.0,6.0,62.0,"$25,000-49,999",Q2 2010,0.2,1000,Q2,2010
36,Completed,0.1974,0.1124,C,4,MI,Other,Full-time,1991-11-14,24.0,52.0,0.0,0.0,"$25,000-49,999",Q4 2011,0.36,4100,Q4,2011
60,Completed,0.1404,0.0905,B,7,CO,Civil Service,Employed,1990-11-14,9.0,49.0,7.0,5.0,"$50,000-74,999",Q3 2013,0.2,20000,Q3,2013
36,Completed,0.2608,0.1628,D,7,AR,Other,Full-time,1995-05-11,13.0,27.0,0.0,0.0,"$25,000-49,999",Q1 2011,0.32,5000,Q1,2011
36,Completed,0.1219,0.0724,B,8,MA,Computer Programmer,Full-time,2000-12-01,12.0,26.0,0.0,0.0,"$50,000-74,999",Q1 2011,0.14,6000,Q1,2011
60,Past Due (31-60 days),0.1181,0.0782,A,9,LA,Skilled Labor,Employed,1992-04-03,10.0,19.0,0.0,0.0,"$100,000+",Q3 2013,0.18,24900,Q3,2013
60,Completed,0.2051,0.1152,C,5,MO,Tradesman - Mechanic,Employed,1986-01-01,11.0,27.0,0.0,0.0,"$75,000-99,999",Q2 2013,0.3,15000,Q2,2013
12,Completed,0.2142,0.0682,E,6,TX,Retail Management,Employed,2007-07-05,1.0,2.0,0.0,0.0,"$25,000-49,999",Q3 2012,0.05,2000,Q3,2012
36,Completed,0.2294,0.1104,D,5,TN,Social Worker,Employed,1988-02-02,8.0,29.0,0.0,0.0,"$25,000-49,999",Q1 2012,1.14,2000,Q1,2012
36,Chargedoff,0.1952,0.1103,C,7,FL,Truck Driver,Employed,2002-03-21,10.0,25.0,0.0,0.0,"$75,000-99,999",Q3 2012,0.15,2000,Q3,2012
36,Completed,0.0796,0.0796,B,8,VA,Other,Employed,1995-02-16,4.0,11.0,0.0,0.0,"$25,000-49,999",Q3 2010,0.17,10000,Q3,2010
60,Completed,0.205,0.144,C,7,NY,Civil Service,Employed,2004-04-21,6.0,12.0,0.0,0.0,"$50,000-74,999",Q3 2011,0.18,13000,Q3,2011
60,Chargedoff,0.2032,0.1408,C,5,NC,Medical Technician,Employed,1999-11-26,10.0,22.0,1.0,0.0,"$25,000-49,999",Q4 2012,0.36,15000,Q4,2012
36,Completed,0.2896,0.1246,HR,3,OH,Retail Management,Employed,2001-08-14,14.0,31.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.43,4000,Q2,2012
36,Chargedoff,0.2896,0.1246,HR,3,NC,Other,Other,1995-11-01,17.0,37.0,0.0,0.0,"$25,000-49,999",Q1 2012,0.9,2500,Q1,2012
60,Completed,0.1768,0.1173,B,8,OH,Engineer - Mechanical,Employed,1991-10-04,8.0,27.0,1.0,0.0,"$50,000-74,999",Q3 2011,0.22,10000,Q3,2011
60,Completed,0.1385,0.1005,A,9,NC,Analyst,Full-time,1993-03-06,6.0,14.0,0.0,0.0,"$50,000-74,999",Q3 2011,0.14,8000,Q3,2011
36,Completed,0.0759,0.0759,B,8,IL,Other,Full-time,2003-03-27,12.0,17.0,0.0,0.0,"$50,000-74,999",Q1 2010,0.23,8780,Q1,2010
60,Completed,0.2211,0.1186,D,5,NC,Other,Employed,1985-08-01,6.0,33.0,0.0,4.0,"$50,000-74,999",Q1 2013,0.12,6000,Q1,2013
36,Completed,0.285,0.12,HR,3,TN,Principal,Employed,1998-11-13,18.0,46.0,0.0,0.0,"$50,000-74,999",Q1 2012,0.52,4000,Q1,2012
36,Chargedoff,0.0628,0.0628,A,9,MI,Sales - Commission,Full-time,1987-03-01,25.0,52.0,0.0,0.0,"$100,000+",Q3 2009,0.16,12000,Q3,2009
12,Completed,0.0827,0.0567,A,8,TX,Analyst,Employed,1998-10-30,8.0,13.0,0.0,0.0,"$75,000-99,999",Q3 2011,0.16,2800,Q3,2011
36,Completed,0.176,0.111,C,2,CA,Food Service,Employed,2000-10-20,8.0,25.0,6.0,26.0,"$25,000-49,999",Q2 2012,0.4,3000,Q2,2012
36,Completed,0.1669,0.1074,B,8,FL,Other,Employed,1993-03-09,8.0,24.0,0.0,2.0,"$25,000-49,999",Q4 2011,0.28,10000,Q4,2011
36,Completed,0.0872,0.0623,A,9,OR,Executive,Employed,1996-01-24,12.0,43.0,0.0,0.0,"$100,000+",Q3 2012,0.14,15000,Q3,2012
36,Chargedoff,0.3199,0.1369,HR,4,OK,Attorney,Employed,1997-08-26,11.0,51.0,7.0,40.0,"$50,000-74,999",Q4 2010,0.19,1700,Q4,2010
36,Completed,0.1425,0.1425,C,8,CA,Other,Retired,1991-05-17,12.0,29.0,0.0,0.0,"$25,000-49,999",Q4 2009,0.31,2500,Q4,2009
36,Completed,0.1226,0.1226,C,8,NC,Laborer,Full-time,2007-09-12,3.0,4.0,0.0,0.0,"$1-24,999",Q1 2010,0.07,2000,Q1,2010
36,Chargedoff,0.2799,0.1174,HR,5,CA,Retail Management,Employed,1987-05-01,6.0,16.0,0.0,0.0,"$25,000-49,999",Q4 2012,0.26,3000,Q4,2012
36,Defaulted,0.055,0.055,AA,10,MD,Other,Full-time,1999-09-06,7.0,16.0,0.0,0.0,"$1-24,999",Q4 2009,0.19,1000,Q4,2009
36,Completed,0.1762,0.1762,E,6,MN,Clerical,Full-time,1984-10-30,11.0,24.0,0.0,0.0,"$25,000-49,999",Q2 2010,0.33,5500,Q2,2010
36,Completed,0.2848,0.1148,HR,1,CO,Other,Employed,1985-04-01,14.0,46.0,0.0,0.0,"$75,000-99,999",Q3 2011,0.26,4000,Q3,2011
36,Completed,0.1757,0.1147,C,6,FL,Professional,Employed,1989-04-01,6.0,17.0,0.0,17.0,"$50,000-74,999",Q3 2011,0.18,5000,Q3,2011
36,Completed,0.0897,0.0517,A,9,WA,Other,Employed,1998-12-18,6.0,21.0,0.0,0.0,"$50,000-74,999",Q1 2012,0.19,9500,Q1,2012
36,Completed,0.1334,0.1334,D,7,OK,Clerical,Part-time,2005-10-13,5.0,8.0,0.0,0.0,"$1-24,999",Q2 2010,0.38,1000,Q2,2010
36,Completed,0.2534,0.1414,D,6,CA,Nurse (LPN),Employed,2005-06-08,11.0,14.0,0.0,7.0,"$25,000-49,999",Q3 2011,0.24,6000,Q3,2011
36,Completed,0.0555,0.04,AA,10,AL,Other,Employed,2006-05-31,8.0,14.0,0.0,0.0,"$50,000-74,999",Q1 2011,0.11,14899,Q1,2011
60,Completed,0.131,0.0861,B,9,MI,Executive,Employed,1994-12-01,27.0,55.0,0.0,0.0,"$75,000-99,999",Q3 2013,0.36,15000,Q3,2013
36,Completed,0.059,0.0466,AA,10,GA,Accountant/CPA,Employed,1996-10-22,17.0,33.0,0.0,0.0,"$75,000-99,999",Q2 2013,0.22,8500,Q2,2013
36,Completed,0.1547,0.1547,C,9,IL,Professional,Full-time,1995-09-27,13.0,22.0,3.0,0.0,"$50,000-74,999",Q4 2009,0.08,1950,Q4,2009
36,Completed,0.0595,0.0595,AA,9,FL,Other,Full-time,1998-03-30,12.0,22.0,0.0,0.0,"$75,000-99,999",Q1 2010,0.13,7500,Q1,2010
36,Chargedoff,0.2917,0.0887,HR,1,FL,Other,Employed,1982-01-01,8.0,32.0,0.0,0.0,"$25,000-49,999",Q2 2011,0.18,2871,Q2,2011
36,Completed,0.2382,0.1107,E,2,LA,Clerical,Employed,2009-01-08,4.0,11.0,0.0,0.0,"$25,000-49,999",Q3 2013,0.06,2000,Q3,2013
36,Completed,0.1761,0.1761,E,6,NH,Accountant/CPA,Employed,1995-10-31,6.0,34.0,2.0,4.0,"$75,000-99,999",Q4 2010,0.08,5000,Q4,2010
36,Chargedoff,0.2896,0.1246,HR,5,NC,Other,Employed,1997-11-03,3.0,23.0,1.0,8.0,"$25,000-49,999",Q1 2012,0.18,4000,Q1,2012
60,Chargedoff,0.207,0.142,C,3,FL,Postal Service,Employed,1996-07-01,15.0,51.0,0.0,0.0,"$25,000-49,999",Q2 2012,0.56,6000,Q2,2012
36,Completed,0.2534,0.1414,D,6,CA,Analyst,Employed,1995-07-28,9.0,16.0,0.0,15.0,"$75,000-99,999",Q4 2011,0.16,8196,Q4,2011
60,Completed,0.2853,0.1733,D,7,IL,Sales - Retail,Employed,2005-08-23,8.0,13.0,0.0,0.0,"$25,000-49,999",Q1 2012,0.31,6000,Q1,2012
60,Completed,0.0984,0.0884,AA,10,CA,Civil Service,Employed,1995-07-21,6.0,35.0,0.0,0.0,"$100,000+",Q2 2012,0.08,16000,Q2,2012
36,Completed,0.2896,0.1246,HR,3,PA,Nurse (RN),Employed,1998-08-07,12.0,45.0,0.0,0.0,"$50,000-74,999",Q2 2012,0.24,4000,Q2,2012
36,Chargedoff,0.0926,0.0666,A,9,GA,Executive,Employed,1990-05-01,5.0,18.0,0.0,0.0,"$50,000-74,999",Q3 2011,0.14,12500,Q3,2011
36,Completed,0.0708,0.0708,A,9,NY,Other,Full-time,1999-09-29,8.0,20.0,0.0,0.0,"$75,000-99,999",Q3 2010,0.17,9800,Q3,2010
36,Completed,0.1346,0.0926,B,7,NY,Computer Programmer,Employed,1997-11-30,16.0,31.0,0.0,0.0,"$100,000+",Q2 2012,0.32,11500,Q2,2012
60,Past Due (61-90 days),0.2141,0.1491,C,4,DC,Professional,Employed,1989-10-12,3.0,26.0,3.0,27.0,"$75,000-99,999",Q1 2012,0.11,6000,Q1,2012
60,Completed,0.1668,0.1044,C,4,TX,Executive,Employed,1999-08-04,16.0,30.0,0.0,0.0,"$100,000+",Q2 2013,0.29,13000,Q2,2013
36,Past Due (91-120 days),0.234,0.115,D,5,NY,Nurse (RN),Employed,1995-01-01,22.0,38.0,0.0,0.0,"$75,000-99,999",Q2 2012,0.14,5500,Q2,2012
